Service,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
19,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539,0.01539
20,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549,0.01549
21,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559,0.01559
22,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157
23,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,0.0158
24,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159
25,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601,0.01601
26,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611,0.01611
27,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622,0.01622
28,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632,0.01632
29,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643,0.01643
30,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
31,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
32,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
33,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
34,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
35,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
36,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
37,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
38,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
39,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
40,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654,0.01654
